Ticker,Pool,Threshold,Events,Win Rate,Avg Return,Avg Intraday DD
OPEN,Toxic,-0.01,400,0.47,-0.0009368584417348688,-0.04331173782651139
QCOM,Asset,-0.01,365,0.5397260273972603,-0.0012487087903097537,-0.01644493047564186
SIVR,Asset,-0.01,385,0.4597402597402597,-0.0012977792156543407,-0.011275932530133663
NVTS,Asset,-0.01,261,0.4329501915708812,-0.0024754642645637664,-0.03811499499592168
PSNY,Toxic,-0.01,201,0.4129353233830846,-0.004473107980040005,-0.03991904080948434
REMX,Asset,-0.01,491,0.37067209775967414,-0.004755901459185371,-0.015885183927154007
DNA,Toxic,-0.01,300,0.42,-0.005327346544018369,-0.047632991788902485
BIRD,Toxic,-0.01,188,0.46808510638297873,-0.006046131316097961,-0.04373545564195398
UAMY,Asset,-0.015,777,0.5495495495495496,0.023802201492840767,-0.03479765675091583
ABAT,Asset,-0.015,433,0.5427251732101617,0.021512490861264895,-0.04944447373359412
CELH,Asset,-0.015,363,0.6225895316804407,0.015807276997260502,-0.02732254763983196
TMDX,Asset,-0.015,177,0.5932203389830508,0.014579992962081373,-0.034235072034179005
CEG,Asset,-0.015,69,0.6376811594202898,0.010700742283211327,-0.02201473556491687
IREN,Asset,-0.015,244,0.5204918032786885,0.010077052739015074,-0.04721015474574313
ONDS,Asset,-0.015,274,0.5,0.009938439563566348,-0.04454633275277135
KOSS,Toxic,-0.015,558,0.5716845878136201,0.009871272395615607,-0.027387163310202346
OKLO,Asset,-0.015,92,0.5760869565217391,0.009736079339308326,-0.04974746121587504
SOUN,Asset,-0.015,199,0.46733668341708545,0.009733040966313262,-0.04809669024021542
UPST,Toxic,-0.015,300,0.5233333333333333,0.009361082771223389,-0.03971880859732044
LTBR,Asset,-0.015,366,0.5300546448087432,0.009360242983424586,-0.038187166919208496
FUBO,Asset,-0.015,380,0.4789473684210526,0.00917215196889252,-0.038761574375945726
LEU,Asset,-0.015,391,0.59846547314578,0.008496707755164293,-0.034903276812524635
EOSE,Asset,-0.015,250,0.512,0.008442865950524283,-0.05288734621721752
CVNA,Toxic,-0.015,358,0.5642458100558659,0.007838049240947435,-0.043575978545415554
RENT,Toxic,-0.015,175,0.5028571428571429,0.007709207568248248,-0.047367817777524954
PLTR,Asset,-0.015,217,0.5852534562211982,0.007047016438812056,-0.028086334358924422
SMR,Asset,-0.015,141,0.5106382978723404,0.006954029038251083,-0.044706879546066204
BROS,Asset,-0.015,129,0.5813953488372093,0.00673856030367679,-0.030280529863035366
WWR,Asset,-0.015,470,0.46808510638297873,0.006521584598963426,-0.03871153462442687
LCID,Toxic,-0.015,211,0.5071090047393365,0.006371347383381974,-0.03428228329186906
BBBY,Toxic,-0.015,365,0.5698630136986301,0.006206517462831677,-0.037176270568327646
MARA,Toxic,-0.015,709,0.5133991537376587,0.006176848984667471,-0.044612292601126105
NET,Asset,-0.015,245,0.563265306122449,0.006084456086240658,-0.03070617484801639
BZFD,Toxic,-0.015,235,0.5702127659574469,0.006056317866195017,-0.038651442675476655
MCD,Asset,-0.015,52,0.5961538461538461,0.005709288944177035,-0.015688793695147217
SPOT,Asset,-0.015,200,0.565,0.00569098464045094,-0.02243660218308985
VST,Asset,-0.015,102,0.5882352941176471,0.005643278824294124,-0.028262828342306152
CRWD,Asset,-0.015,212,0.5424528301886793,0.005554334938471889,-0.02616299549458868
HIMS,Asset,-0.015,208,0.5384615384615384,0.00536272497394861,-0.03581707090640436
SHOP,Asset,-0.015,315,0.5301587301587302,0.005133172412090073,-0.02825239118881047
UBER,Asset,-0.015,184,0.5706521739130435,0.004843258844838195,-0.02383764793956421
DDOG,Asset,-0.015,221,0.5565610859728507,0.004539562607732853,-0.026319589413886818
U,Asset,-0.015,237,0.540084388185654,0.004428206522305536,-0.032099286893064176
RIOT,Toxic,-0.015,626,0.5271565495207667,0.004341738313195146,-0.04231092817127967
TTD,Asset,-0.015,296,0.5472972972972973,0.004082182711380848,-0.028048717556562363
